标题,视频链接,封面图链接,时长,发布时间
張猛龍碑_072遊文省。朋儕慕其,//v.youku.com/v_show/id_XNTEwOTQ4MTA0.html?playMode=pugv,"https://m.ykimg.com/054F0408510F6F826A0A46166EF3358C?x-oss-process=image/resize,w_500",03:28,2013-2-4 16:03
張猛龍碑_073雅尚。朝廷以君蔭,//v.youku.com/v_show/id_XNTEwOTM4NDMy.html?playMode=pugv,"https://m.ykimg.com/054F0408510F69A86A0A4364D8C12480?x-oss-process=image/resize,w_500",03:31,2013-2-4 15:43
張猛龍碑_075以熙平之年。除魯,//v.youku.com/v_show/id_XNTEwOTIxOTk2.html?playMode=pugv,"https://m.ykimg.com/054F0408510F69186A0A4D297A39640F?x-oss-process=image/resize,w_500",03:02,2013-2-4 15:40
張猛龍碑_074望如此。德宣暢。,//v.youku.com/v_show/id_XNTEwOTIyMzg0.html?playMode=pugv,"https://m.ykimg.com/054F0408510F626E6A0A4A24A7D8340E?x-oss-process=image/resize,w_500",03:20,2013-2-4 15:07
張猛龍碑_076郡太守。治民以禮。,//v.youku.com/v_show/id_XNTEwODk2MTMy.html?playMode=pugv,"https://m.ykimg.com/054F0408510F534E6A0A3F184D30E896?x-oss-process=image/resize,w_500",01:30,2013-2-4 14:06
張猛龍碑_077移風以樂。如傷之,//v.youku.com/v_show/id_XNTEwODg4ODQ4.html?playMode=pugv,"https://m.ykimg.com/054F0408510F4FB76A0A470A12DFA7FE?x-oss-process=image/resize,w_500",02:43,2013-2-4 13:54
張猛龍碑_078痛無怠，於夙宵。若,//v.youku.com/v_show/id_XNTEwODg5Mzky.html?playMode=pugv,"https://m.ykimg.com/054F0408510F50346A0A4A24A61A8DCA?x-oss-process=image/resize,w_500",03:55,2013-2-4 13:52
張猛龍碑_079子之愛。有懷於心,//v.youku.com/v_show/id_XNTEwODcxMzY4.html?playMode=pugv,"https://m.ykimg.com/054F0408510F456B6A0A46166F912A9D?x-oss-process=image/resize,w_500",03:26,2013-2-4 13:09
張猛龍碑_081比屋清業農桑勸,//v.youku.com/v_show/id_XNTEwODY1OTk2.html?playMode=pugv,"https://m.ykimg.com/054F0408510F3E9D6A0A4B7BD8ED35D5?x-oss-process=image/resize,w_500",07:03,2013-2-4 12:54
張猛龍碑_080目。是使學校克修,//v.youku.com/v_show/id_XNTEwODYwMjY0.html?playMode=pugv,"https://m.ykimg.com/054F0408510F3EF16A0A41797073C905?x-oss-process=image/resize,w_500",04:30,2013-2-4 12:38
張猛龍碑_084無心。草石如變。,//v.youku.com/v_show/id_XNTEwODQ5NTY0.html?playMode=pugv,"https://m.ykimg.com/054F0408510F37416A0A461668236A6E?x-oss-process=image/resize,w_500",04:03,2013-2-4 12:06
張猛龍碑_082課田織以登入境,//v.youku.com/v_show/id_XNTEwODMyNTQ0.html?playMode=pugv,"https://m.ykimg.com/054F0408510F2D796A0A4364D8DFFDE1?x-oss-process=image/resize,w_500",03:55,2013-2-4 11:24
張猛龍碑_085恩及泉水。禽魚自,//v.youku.com/v_show/id_XNTEwODIyNTQ4.html?playMode=pugv,"https://m.ykimg.com/054F0408510F27956A0A417980024F00?x-oss-process=image/resize,w_500",04:30,2013-2-4 11:00
張猛龍碑_083觀朝。莫不禮讓。化,//v.youku.com/v_show/id_XNTEwODE1MjY4.html?playMode=pugv,"https://m.ykimg.com/054F0408510F23906A0A470A28A1983D?x-oss-process=image/resize,w_500",03:46,2013-2-4 10:42
張猛龍碑_086安。勝殘不待賒年。,//v.youku.com/v_show/id_XNTEwODAyMzQw.html?playMode=pugv,"https://m.ykimg.com/054F0408510F1A2C6A0A400E0D889A2D?x-oss-process=image/resize,w_500",04:18,2013-2-4 10:04
張猛龍碑_087有成期月而已。遂,//v.youku.com/v_show/id_XNTEwODAxMDEy.html?playMode=pugv,"https://m.ykimg.com/054F0408510F19F36A0A4471D010BCDF?x-oss-process=image/resize,w_500",04:04,2013-2-4 10:04
張猛龍碑_089於闕裏。來蘇之歌。,//v.youku.com/v_show/id_XNTEwNzg3Mjky.html?playMode=pugv,"https://m.ykimg.com/054F0408510F0C6D6A0A4E730B8DC6C7?x-oss-process=image/resize,w_500",03:09,2013-2-4 09:07
張猛龍碑_090復詠於洙中。京兆,//v.youku.com/v_show/id_XNTEwNzgzMjM2.html?playMode=pugv,"https://m.ykimg.com/054F0408510F06D26A0A470A28C69814?x-oss-process=image/resize,w_500",03:15,2013-2-4 08:43
張猛龍碑_088令講習之音。再聲,//v.youku.com/v_show/id_XNTEwNzgxMzgw.html?playMode=pugv,"https://m.ykimg.com/054F0408510F06F86A0A4C6EE6D53FB8?x-oss-process=image/resize,w_500",02:46,2013-2-4 08:36
張猛龍碑_031軍西海晉昌金城,//v.youku.com/v_show/id_XNTEwNzEyOTcy.html?playMode=pugv,"https://m.ykimg.com/054F0408510E8C6A6A0A426597989723?x-oss-process=image/resize,w_500",05:39,2013-2-3 23:54
張猛龍碑_032武威四郡太守。遂,//v.youku.com/v_show/id_XNTEwNzExMjE2.html?playMode=pugv,"https://m.ykimg.com/054F0408510E86526A0A4D297F957542?x-oss-process=image/resize,w_500",07:56,2013-2-3 23:50
張猛龍碑_034涼州武宣王大沮,//v.youku.com/v_show/id_XNTEwNjk0MTQ0.html?playMode=pugv,"https://m.ykimg.com/054F02015AFEE39AADB5971AC2029659?x-oss-process=image/resize,w_500",03:54,2013-2-3 22:57
張猛龍碑_033家武威。高祖鐘信。,//v.youku.com/v_show/id_XNTEwNjkzMzg0.html?playMode=pugv,"https://m.ykimg.com/054F0408510E79E76A0A4C6ED5412A6D?x-oss-process=image/resize,w_500",03:17,2013-2-3 22:57
張猛龍碑_036武威太守。曾祖章。偽,//v.youku.com/v_show/id_XNTEwNjgwOTI4.html?playMode=pugv,"https://m.ykimg.com/054F0408510E77566A0A452989E497DB?x-oss-process=image/resize,w_500",03:44,2013-2-3 22:31
張猛龍碑_035渠時。建威將軍,//v.youku.com/v_show/id_XNTEwNjc4MTg4.html?playMode=pugv,"https://m.ykimg.com/054F0408510E71BF6A0A4B7BD862398A?x-oss-process=image/resize,w_500",04:22,2013-2-3 22:19
張猛龍碑_037涼舉重秀才。本州治,//v.youku.com/v_show/id_XNTEwNjY1MTgw.html?playMode=pugv,"https://m.ykimg.com/054F0408510E6A3E6A0A4F195FCED944?x-oss-process=image/resize,w_500",04:37,2013-2-3 21:50
張猛龍碑_042營護軍建節將軍,//v.youku.com/v_show/id_XNTEwNjUyODQ0.html?playMode=pugv,"https://m.ykimg.com/054F0408510E69626A0A46166B6F66B9?x-oss-process=image/resize,w_500",05:55,2013-2-3 21:30
張猛龍碑_039都二郡太守。還朝,//v.youku.com/v_show/id_XNTEwNjUxNDY0.html?playMode=pugv,"https://m.ykimg.com/054F0408510E67C96A0A4C6EF1457162?x-oss-process=image/resize,w_500",03:57,2013-2-3 21:22
張猛龍碑_038中從事史西海樂,//v.youku.com/v_show/id_XNTEwNjQxODI0.html?playMode=pugv,"https://m.ykimg.com/054F0408510E5F246A0A4D2972EE26D4?x-oss-process=image/resize,w_500",01:55,2013-2-3 20:56
張猛龍碑_040尚書祠部郎羽林,//v.youku.com/v_show/id_XNTEwNjMyODIw.html?playMode=pugv,"https://m.ykimg.com/054F0408510E5A3A6A0A4471CF950508?x-oss-process=image/resize,w_500",02:01,2013-2-3 20:30
張猛龍碑_041監。祖興宗。偽涼都,//v.youku.com/v_show/id_XNTEwNjI2Njc2.html?playMode=pugv,"https://m.ykimg.com/054F0408510E58706A0A470A2867CFB7?x-oss-process=image/resize,w_500",04:53,2013-2-3 20:14
張猛龍碑_043饒河黃河二郡太,//v.youku.com/v_show/id_XNTEwNjIxNTMy.html?playMode=pugv,"https://m.ykimg.com/054F0408510E56906A0A452982FA66C0?x-oss-process=image/resize,w_500",03:58,2013-2-3 19:59
張猛龍碑_046衿之志。白首方堅。,//v.youku.com/v_show/id_XNTEwNjAzOTk2.html?playMode=pugv,"https://m.ykimg.com/054F0408510E44BC6A0A4E73129459A7?x-oss-process=image/resize,w_500",05:59,2013-2-3 19:10
張猛龍碑_044守。父生樂。,//v.youku.com/v_show/id_XNTEwNjAxMjg0.html?playMode=pugv,"https://m.ykimg.com/054F0408510E453B6A0A4D297ECB08BD?x-oss-process=image/resize,w_500",01:27,2013-2-3 19:00
張猛龍碑_048岳秀。桂質蘭儀。點,//v.youku.com/v_show/id_XNTEwNjAwNDg4.html?playMode=pugv,"https://m.ykimg.com/054F0408510E42376A0A46166492B8BA?x-oss-process=image/resize,w_500",06:39,2013-2-3 18:58
張猛龍碑_045歸國。青,//v.youku.com/v_show/id_XNTEwNTk1MDIw.html?playMode=pugv,"https://m.ykimg.com/054F0408510E3E976A0A4E730466CA83?x-oss-process=image/resize,w_500",00:43,2013-2-3 18:35
張猛龍碑_047君體稟河靈。神資,//v.youku.com/v_show/id_XNTEwNTg4NDYw.html?playMode=pugv,"https://m.ykimg.com/054F0408510E3CC46A0A426596F779BC?x-oss-process=image/resize,w_500",03:11,2013-2-3 18:19
張猛龍碑_049弱露以懷芳。松心,//v.youku.com/v_show/id_XNTEwNTgzMzA4.html?playMode=pugv,"https://m.ykimg.com/054F0408510E39226A0A417976163DD2?x-oss-process=image/resize,w_500",04:25,2013-2-3 18:03
張猛龍碑_050朗若新蘅之當,//v.youku.com/v_show/id_XNTEwNTY1NzIw.html?playMode=pugv,"https://m.ykimg.com/054F0408510E2F7B6A0A417984B55B41?x-oss-process=image/resize,w_500",04:30,2013-2-3 17:21
張猛龍碑_051春。初荷之出水。入,//v.youku.com/v_show/id_XNTEwNTU5MTQw.html?playMode=pugv,"https://m.ykimg.com/054F0408510E29626A0A4471D0F60B1A?x-oss-process=image/resize,w_500",03:43,2013-2-3 17:00
張猛龍碑_053雖黃金未應。無慚,//v.youku.com/v_show/id_XNTEwNTQ5MDc2.html?playMode=pugv,"https://m.ykimg.com/054F0408510E23A96A0A4820E7B78181?x-oss-process=image/resize,w_500",05:05,2013-2-3 16:29
張猛龍碑_052孝出第。邦閭有名。,//v.youku.com/v_show/id_XNTEwNTQzMDY4.html?playMode=pugv,"https://m.ykimg.com/054F0408510E20126A0A452988724C96?x-oss-process=image/resize,w_500",03:14,2013-2-3 16:17
張猛龍碑_058泣血情深。假使曾,//v.youku.com/v_show/id_XNTEwNTI2ODAw.html?playMode=pugv,"https://m.ykimg.com/054F0408510E16446A0A4A24A34839AD?x-oss-process=image/resize,w_500",04:19,2013-2-3 15:33
張猛龍碑_054郭氏。友朋。交,//v.youku.com/v_show/id_XNTEwNTE5MzA4.html?playMode=pugv,"https://m.ykimg.com/054F0408510E108A6A0A4364D7F5F107?x-oss-process=image/resize,w_500",02:41,2013-2-3 15:13
張猛龍碑_057遭父憂。寢食過禮。,//v.youku.com/v_show/id_XNTEwNTE1Mjgw.html?playMode=pugv,"https://m.ykimg.com/054F0408510E0FCB6A0A4471B1F0C0FB?x-oss-process=image/resize,w_500",04:18,2013-2-3 15:06
張猛龍碑_055遊。超遙。,//v.youku.com/v_show/id_XNTEwNDk1MDE2.html?playMode=pugv,"https://m.ykimg.com/054F0408510E01616A0A4471CF0CAC7B?x-oss-process=image/resize,w_500",00:37,2013-2-3 14:10
張猛龍碑_063辭采運之懃。年卅,//v.youku.com/v_show/id_XNTEwNDg4NjU2.html?playMode=pugv,"https://m.ykimg.com/054F0408510DFEA46A0A496623F68F36?x-oss-process=image/resize,w_500",02:37,2013-2-3 13:56
張猛龍碑_062承奉。家貧致養。不,//v.youku.com/v_show/id_XNTEwNDg4NzU2.html?playMode=pugv,"https://m.ykimg.com/054F0408510DFF276A0A4B7BD0C8F535?x-oss-process=image/resize,w_500",04:23,2013-2-3 13:54
張猛龍碑_059柴更世。寧異今德。,//v.youku.com/v_show/id_XNTEwNDg4Njc2.html?playMode=pugv,"https://m.ykimg.com/054F0408510DFE166A0A4A24A43B1235?x-oss-process=image/resize,w_500",02:43,2013-2-3 13:53
書法-張猛龍碑_001君諱猛龍，字神只。,//v.youku.com/v_show/id_XNTEwMzcwOTcy.html?playMode=pugv,"https://m.ykimg.com/054F0408510D94246A0A42658FC49BF0?x-oss-process=image/resize,w_500",05:58,2013-2-3 06:33
書法-張猛龍碑_002南陽白水人也。其,//v.youku.com/v_show/id_XNTEwMzcwODk2.html?playMode=pugv,"https://m.ykimg.com/054F0408510D94176A0A4364B9C694E1?x-oss-process=image/resize,w_500",07:19,2013-2-3 06:33
书法-張猛龍碑_003氏族分興。源流所,//v.youku.com/v_show/id_XNTEwMzY2ODc2.html?playMode=pugv,"https://m.ykimg.com/054F0408510D88FD6A0A4471CA315FC9?x-oss-process=image/resize,w_500",06:56,2013-2-3 05:47
張猛龍碑_008像于朱鳥之間。淵,//v.youku.com/v_show/id_XNTEwMzY1NzY0.html?playMode=pugv,"https://m.ykimg.com/054F0408510D86086A0A3F1857716CB7?x-oss-process=image/resize,w_500",05:15,2013-2-3 05:36
張猛龍碑_004出。故已備詳世錄。,//v.youku.com/v_show/id_XNTEwMzY0MTYw.html?playMode=pugv,"https://m.ykimg.com/054F0408510D83396A0A417980953650?x-oss-process=image/resize,w_500",07:18,2013-2-3 05:26
張猛龍碑_007之始。德星。曜,//v.youku.com/v_show/id_XNTEwMzYxMTky.html?playMode=pugv,"https://m.ykimg.com/054F0408510D7C396A0A4C6EE9FD8660?x-oss-process=image/resize,w_500",04:12,2013-2-3 04:51
張猛龍碑_005不復具載。,//v.youku.com/v_show/id_XNTEwMzU5Mjgw.html?playMode=pugv,"https://m.ykimg.com/054F0408510D77CA6A0A45298311DE7E?x-oss-process=image/resize,w_500",04:04,2013-2-3 04:33
張猛龍碑_006盛。蓊鬱於帝皇,//v.youku.com/v_show/id_XNTEwMzU2OTc2.html?playMode=pugv,"https://m.ykimg.com/054F0408510D72E16A0A4364D85E454F?x-oss-process=image/resize,w_500",06:24,2013-2-3 04:12
張猛龍碑_009玄萬壑之中。巉巖,//v.youku.com/v_show/id_XNTEwMzUyNzIw.html?playMode=pugv,"https://m.ykimg.com/054F0408510D6B366A0A3F184B82FE11?x-oss-process=image/resize,w_500",04:57,2013-2-3 03:42
張猛龍碑_013人詠其孝友。光緝,//v.youku.com/v_show/id_XNTEwMzUwNTUy.html?playMode=pugv,"https://m.ykimg.com/054F0408510D66AA6A0A4471C57B0A9B?x-oss-process=image/resize,w_500",05:48,2013-2-3 03:23
張猛龍碑_010千峰之上。奕葉清,//v.youku.com/v_show/id_XNTEwMzUwNTA4.html?playMode=pugv,"https://m.ykimg.com/054F0408510D66626A0A461662AE81DD?x-oss-process=image/resize,w_500",04:45,2013-2-3 03:23
張猛龍碑_011高。煥乎篇牘矣。周,//v.youku.com/v_show/id_XNTEwMzQ3NzQ0.html?playMode=pugv,"https://m.ykimg.com/054F0408510D61A26A0A400E05433C1D?x-oss-process=image/resize,w_500",05:31,2013-2-3 03:02
張猛龍碑_012宣時。張仲。詩,//v.youku.com/v_show/id_XNTEwMzQyMzI0.html?playMode=pugv,"https://m.ykimg.com/054F0408510D58E66A0A4364CE11FED2?x-oss-process=image/resize,w_500",02:25,2013-2-3 02:24
張猛龍碑_016其聲績。漢初趙景,//v.youku.com/v_show/id_XNTEwMzM4MTA0.html?playMode=pugv,"https://m.ykimg.com/054F0408510D548B6A0A4C6ED5D3F6DE?x-oss-process=image/resize,w_500",06:50,2013-2-3 02:09
張猛龍碑_015大夫張老。春秋嘉,//v.youku.com/v_show/id_XNTEwMzM2MTQ0.html?playMode=pugv,"https://m.ykimg.com/054F0408510D51F26A0A496623515A28?x-oss-process=image/resize,w_500",05:46,2013-2-3 01:59
張猛龍碑_017王張耳。浮沉秦漢,//v.youku.com/v_show/id_XNTEwMzI1NDUy.html?playMode=pugv,"https://m.ykimg.com/054F0408510D46C36A0A4A24A558F22A?x-oss-process=image/resize,w_500",05:26,2013-2-3 01:04
張猛龍碑_018之間。終跨列士之,//v.youku.com/v_show/id_XNTEwMzIyNTU2.html?playMode=pugv,"https://m.ykimg.com/054F0408510D43C86A0A4820D3AB9A63?x-oss-process=image/resize,w_500",03:15,2013-2-3 00:55
張猛龍碑_022平西將軍涼州刺,//v.youku.com/v_show/id_XNTEwMzE0MTY0.html?playMode=pugv,"https://m.ykimg.com/054F0408510D3D356A0A4364BA0338A2?x-oss-process=image/resize,w_500",05:21,2013-2-3 00:28
張猛龍碑_019賞。才幹世著。君其,//v.youku.com/v_show/id_XNTEwMzExNzky.html?playMode=pugv,"https://m.ykimg.com/054F0408510D3AC66A0A42657D0F7546?x-oss-process=image/resize,w_500",03:08,2013-2-3 00:18
張猛龍碑_021西中郎將使持節,//v.youku.com/v_show/id_XNTEwMzA2NzY4.html?playMode=pugv,"https://m.ykimg.com/054F0408510D39796A0A46166C2D2D9D?x-oss-process=image/resize,w_500",06:34,2013-2-3 00:17
張猛龍碑_020後也。魏明帝初中。,//v.youku.com/v_show/id_XNTEwMjk2NTA0.html?playMode=pugv,"https://m.ykimg.com/054F0408510D2EFB6A0A4B7BD553734A?x-oss-process=image/resize,w_500",00:39,2013-2-2 23:26
張猛龍碑_023史瑍之十世孫。八,//v.youku.com/v_show/id_XNTEwMjkzOTY4.html?playMode=pugv,"https://m.ykimg.com/054F0408510D2DFE6A0A470A2846289B?x-oss-process=image/resize,w_500",04:59,2013-2-2 23:19
張猛龍碑_024世祖軌。晉惠帝永,//v.youku.com/v_show/id_XNTEwMjg5NjA0.html?playMode=pugv,"https://m.ykimg.com/054F0408510D2AE36A0A49660A540186?x-oss-process=image/resize,w_500",05:24,2013-2-2 23:04
張猛龍碑_025使持節安西,//v.youku.com/v_show/id_XNTEwMjgyNzA4.html?playMode=pugv,"https://m.ykimg.com/054F0408510D263B6A0A49661EB7FA57?x-oss-process=image/resize,w_500",03:37,2013-2-2 22:45
張猛龍碑_026將軍護羌校尉涼,//v.youku.com/v_show/id_XNTEwMjcxMDM2.html?playMode=pugv,"https://m.ykimg.com/054F0408510D1F5A6A0A3F18587BB422?x-oss-process=image/resize,w_500",05:03,2013-2-2 22:21
張猛龍碑_030臨羌都尉平西將,//v.youku.com/v_show/id_XNTEwMjY0MjI0.html?playMode=pugv,"https://m.ykimg.com/054F0408510D215A6A0A4364D2733347?x-oss-process=image/resize,w_500",06:35,2013-2-2 22:07
張猛龍碑_027州刺史西平公。七,//v.youku.com/v_show/id_XNTEwMjY1NTEy.html?playMode=pugv,"https://m.ykimg.com/054F0408510D1CB86A0A4C6EF08E79B5?x-oss-process=image/resize,w_500",04:25,2013-2-2 22:06
張猛龍碑_029子晉明帝太寧中。,//v.youku.com/v_show/id_XNTEwMjQ0MDQ4.html?playMode=pugv,"https://m.ykimg.com/054F0408510D117A6A0A426585CDFB80?x-oss-process=image/resize,w_500",06:09,2013-2-2 21:17
張猛龍碑_028世祖素。軌之第三,//v.youku.com/v_show/id_XNTEwMjQ0MjY0.html?playMode=pugv,"https://m.ykimg.com/054F0408510D11946A0A4A2497843215?x-oss-process=image/resize,w_500",05:53,2013-2-2 21:17
31後峪柬臾聲楊諸君子,//v.youku.com/v_show/id_XNTAxMzY3MDU2.html?playMode=pugv,"https://m.ykimg.com/054F040850F266E06A0A496623DBB7B0?x-oss-process=image/resize,w_500",01:18,2013-1-13 15:41
32忘此群生動，禽,//v.youku.com/v_show/id_XNTAxMzY2OTIw.html?playMode=pugv,"https://m.ykimg.com/054F040850F266C16A0A4179847985C5?x-oss-process=image/resize,w_500",01:16,2013-1-13 15:41
33言亦覺紛。屢窺深,//v.youku.com/v_show/id_XNTAxMzYyNjAw.html?playMode=pugv,"https://m.ykimg.com/054F040850F264D96A0A4B7BC5B1DB97?x-oss-process=image/resize,w_500",01:36,2013-1-13 15:34
34谷色，高臥太濛雲。,//v.youku.com/v_show/id_XNTAxMzU5NzAw.html?playMode=pugv,"https://m.ykimg.com/054F040850F2635B6A0A4F1963FA9D5B?x-oss-process=image/resize,w_500",01:20,2013-1-13 15:26
36生月紋。其中殊領,//v.youku.com/v_show/id_XNTAxMzU0ODY4.html?playMode=pugv,"https://m.ykimg.com/054F040850F261486A0A470A1FCBB721?x-oss-process=image/resize,w_500",01:28,2013-1-13 15:17
35百藥吹香路，一身,//v.youku.com/v_show/id_XNTAxMzQ4Nzk2.html?playMode=pugv,"https://m.ykimg.com/054F040850F25E046A0A4F1963D23767?x-oss-process=image/resize,w_500",01:30,2013-1-13 15:02
38抱一張老公祖教之,//v.youku.com/v_show/id_XNTAxMzQ1Mzc2.html?playMode=pugv,"https://m.ykimg.com/054F040850F25C186A0A45297BB5AD64?x-oss-process=image/resize,w_500",01:17,2013-1-13 14:55
37略，魚罟也氤氳。,//v.youku.com/v_show/id_XNTAxMzQwMzYw.html?playMode=pugv,"https://m.ykimg.com/054F040850F259066A0A4364D85FA6A5?x-oss-process=image/resize,w_500",01:25,2013-1-13 14:43
39孟津王鐸,//v.youku.com/v_show/id_XNTAxMzQwNDky.html?playMode=pugv,"https://m.ykimg.com/054F040850F258986A0A4F1962AF1BB6?x-oss-process=image/resize,w_500",00:35,2013-1-13 14:43
01壬午春莫書於懷州公署，,//v.youku.com/v_show/id_XNTAxMzIyNzc2.html?playMode=pugv,"https://m.ykimg.com/054F040850F24E1D6A0A470A23B3ED09?x-oss-process=image/resize,w_500",02:24,2013-1-13 14:00
04此夕聯輕舫，相從,//v.youku.com/v_show/id_XNTAxMzE2ODA0.html?playMode=pugv,"https://m.ykimg.com/054F040850F249E96A0A46166F9F3C85?x-oss-process=image/resize,w_500",01:47,2013-1-13 13:57
02抱一張公祖招飲舟中，偕又白給諫、念,//v.youku.com/v_show/id_XNTAxMzE4OTgw.html?playMode=pugv,"https://m.ykimg.com/054F040850F24BD36A0A496623C4175A?x-oss-process=image/resize,w_500",02:41,2013-1-13 13:43
03沖太守、雲岫給諫。,//v.youku.com/v_show/id_XNTAxMzEyNTY4.html?playMode=pugv,"https://m.ykimg.com/054F040850F247126A0A4A249E53A7CD?x-oss-process=image/resize,w_500",01:23,2013-1-13 13:34
05秩秩音。不期湖海意，,//v.youku.com/v_show/id_XNTAxMzAyMTUy.html?playMode=pugv,"https://m.ykimg.com/054F040850F2401C6A0A46165DDDBAEA?x-oss-process=image/resize,w_500",01:30,2013-1-13 12:54
07岫清光正，孤城,//v.youku.com/v_show/id_XNTAxMzAyMDky.html?playMode=pugv,"https://m.ykimg.com/054F040850F23FCF6A0A4265966C0AF2?x-oss-process=image/resize,w_500",01:20,2013-1-13 12:54
06轉入素虛心。近,//v.youku.com/v_show/id_XNTAxMjk5MDg4.html?playMode=pugv,"https://m.ykimg.com/054F040850F23E0E6A0A4A248E5BACEC?x-oss-process=image/resize,w_500",01:33,2013-1-13 12:47
08返照深。悠然仍,//v.youku.com/v_show/id_XNTAxMjkyMDky.html?playMode=pugv,"https://m.ykimg.com/054F040850F239B86A0A400E0ABDC1F1?x-oss-process=image/resize,w_500",01:11,2013-1-13 12:29
11自暇，逾與道情,//v.youku.com/v_show/id_XNTAxMjg3MDA0.html?playMode=pugv,"https://m.ykimg.com/054F040850F237076A0A46166F932446?x-oss-process=image/resize,w_500",01:40,2013-1-13 12:18
12親。況坐聲光，,//v.youku.com/v_show/id_XNTAxMjg0NDg0.html?playMode=pugv,"https://m.ykimg.com/054F040850F235506A0A4B7BD6776792?x-oss-process=image/resize,w_500",01:22,2013-1-13 12:10
09未盡，掩謁復何,//v.youku.com/v_show/id_XNTAxMjgzMTcy.html?playMode=pugv,"https://m.ykimg.com/054F040850F2343E6A0A3F1840A24E4C?x-oss-process=image/resize,w_500",01:09,2013-1-13 12:06
10尋。其二浦雲能,//v.youku.com/v_show/id_XNTAxMjc3OTcy.html?playMode=pugv,"https://m.ykimg.com/054F040850F231006A0A4E731344C5C5?x-oss-process=image/resize,w_500",01:04,2013-1-13 11:54
14催疊鼓，諸嶼繞,//v.youku.com/v_show/id_XNTAxMjcxOTY4.html?playMode=pugv,"https://m.ykimg.com/054F040850F22DC76A0A4820E9082769?x-oss-process=image/resize,w_500",01:38,2013-1-13 11:38
15閒身。誰謂煙塵,//v.youku.com/v_show/id_XNTAxMjY3ODMy.html?playMode=pugv,"https://m.ykimg.com/054F040850F22B3E6A0A4F195FC1650D?x-oss-process=image/resize,w_500",01:26,2013-1-13 11:31
13裡高閒似古人。一壺,//v.youku.com/v_show/id_XNTAxMjcwMDcy.html?playMode=pugv,"https://m.ykimg.com/054F04085B31F69900000102BC0A8DE8?x-oss-process=image/resize,w_500",01:09,2013-1-13 11:30
20鳥明。煙花身未,//v.youku.com/v_show/id_XNTAxMjYwODY4.html?playMode=pugv,"https://m.ykimg.com/054F040850F2271E6A0A4A24A7FD779A?x-oss-process=image/resize,w_500",01:24,2013-1-13 11:11
17邃深更得靜，簫,//v.youku.com/v_show/id_XNTAxMjU5NzAw.html?playMode=pugv,"https://m.ykimg.com/054F040850F226A16A0A4820D8F35A3F?x-oss-process=image/resize,w_500",01:29,2013-1-13 11:07
16外，芳洲水不春。其三,//v.youku.com/v_show/id_XNTAxMjU2Nzk2.html?playMode=pugv,"https://m.ykimg.com/054F040850F224BD6A0A4A24A8D497A6?x-oss-process=image/resize,w_500",00:51,2013-1-13 11:04
21老，丘壑道彌榮。,//v.youku.com/v_show/id_XNTAxMjUwMzg0.html?playMode=pugv,"https://m.ykimg.com/054F040850F221046A0A4471D02698C1?x-oss-process=image/resize,w_500",01:14,2013-1-13 10:47
18瑟答幽聲。眾,//v.youku.com/v_show/id_XNTAxMjUxNDY4.html?playMode=pugv,"https://m.ykimg.com/054F040850F221D06A0A400E09EFC15B?x-oss-process=image/resize,w_500",01:10,2013-1-13 10:47
19派朱燈泛，一痕白,//v.youku.com/v_show/id_XNTAxMjQ2MDky.html?playMode=pugv,"https://m.ykimg.com/054F040850F21E5E6A0A452985153CA0?x-oss-process=image/resize,w_500",01:13,2013-1-13 10:33
26煙奚泊，斯知夢,//v.youku.com/v_show/id_XNTAxMjQwMzI4.html?playMode=pugv,"https://m.ykimg.com/054F040850F21AD76A0A4471B114A634?x-oss-process=image/resize,w_500",01:15,2013-1-13 10:18
22百感中原事，魂,//v.youku.com/v_show/id_XNTAxMjQwOTA0.html?playMode=pugv,"https://m.ykimg.com/054F040850F21B316A0A45298AE9ACA0?x-oss-process=image/resize,w_500",01:16,2013-1-13 10:18
23魂向夜生。其四,//v.youku.com/v_show/id_XNTAxMjM3NjUy.html?playMode=pugv,"https://m.ykimg.com/054F040850F219016A0A4F1962C7043D?x-oss-process=image/resize,w_500",00:51,2013-1-13 10:13
24沖虛風在禦，人,//v.youku.com/v_show/id_XNTAxMjM0MzA4.html?playMode=pugv,"https://m.ykimg.com/054F040850F216C76A0A46166EEFFBA6?x-oss-process=image/resize,w_500",01:12,2013-1-13 10:03
25影近漁扉。頓悟,//v.youku.com/v_show/id_XNTAxMjMzNzY0.html?playMode=pugv,"https://m.ykimg.com/054F040850F216C06A0A49661A2A58F6?x-oss-process=image/resize,w_500",01:33,2013-1-13 09:58
30出隱微。上沐澗寺,//v.youku.com/v_show/id_XNTAxMjI3MDgw.html?playMode=pugv,"https://m.ykimg.com/054F040850F211BC6A0A3F185226ADC6?x-oss-process=image/resize,w_500",01:21,2013-1-13 09:39
28戎馬事多逢。欲,//v.youku.com/v_show/id_XNTAxMjI3MTg0.html?playMode=pugv,"https://m.ykimg.com/054F040850F211E86A0A4C6EF2DA2796?x-oss-process=image/resize,w_500",01:23,2013-1-13 09:39
27所依。湖江春自闊，,//v.youku.com/v_show/id_XNTAxMjI0NTc2.html?playMode=pugv,"https://m.ykimg.com/054F040850F20F636A0A46166FDA907B?x-oss-process=image/resize,w_500",01:29,2013-1-13 09:30
